ID,Enrollment_status,Age_at_enrollment_years,Age_current_years,Sex,Age_at_gonadectomy_categorical,Region_of_residence,Body_condition_categorical,Primary_endpoint,Primary_endpoint_diagnosis_tier,Age_at_primary_endpoint_diagnosis_years,Age_at_death_or_ltf_years,Cause_of_death_cancer_yes_no,Total_follow_up_time_years,Necropsy_performed_yes_no
grlsG2II8RFF,Enrolled,0.76,7.51,Female Spayed,1 - 2 yrs,South,Normal,,,,,,7.51,
grlsR78LJZ44,Enrolled,0.61,7.45,Male Neutered,2 - 5 yrs,South,Overweight,,,,,,7.45,
grls0CXB5W99,Enrolled,0.84,7.15,Male Neutered,2 - 5 yrs,Pacific,Normal,,,,,,7.15,
grlsNORN15AA,Enrolled Deceased,1.37,1.43,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,1.43,0,1.43,No
grlsRBSY6Q33,Enrolled,0.89,7.18,Male Intact,Intact,Midwest,Normal,,,,,,7.18,
grlsHLD5CNOO,Enrolled,0.89,7.38,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.38,
grls5IG7YDYY,Enrolled,0.86,7.22,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,7.22,
grls43D0DWTT,Enrolled,1.52,7.97,Female Spayed,<= 6 mo,South,Overweight,,,,,,7.97,
grlsZQDR8U77,Enrolled,0.99,7.16,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,7.16,
grls56IRX9GG,Enrolled,1.3,7.69,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,7.69,
grls4ECKYCTT,Enrolled,0.84,7.12,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,7.12,
grls8JQ7LIII,Enrolled,0.87,7.16,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,7.16,
grlsE9TRQCQQ,Enrolled,1.88,8.36,Female Intact,Intact,Midwest,Overweight,,,,,,8.36,
grlsB63J68QQ,Enrolled,1.5,8.31,Female Intact,Intact,Midwest,Normal,,,,,,8.31,
grls9N307L55,Enrolled Deceased,1.24,2.75,Male Intact,Intact,Northeast,Normal,Lymphoma,1,2.55,2.75,1,2.75,Yes
grls69ILTECC,Enrolled,1.68,8.13,Female Spayed,6 mo - 1 yr,Mountain,Overweight,,,,,,8.13,
grls4OPYXWW,LTF,0.54,0.54,Female Intact,Intact,Mountain,Normal,,,,0.54,,0.54,
grlsQSRQX0ZZ,LTF,1.05,2.11,Female Spayed,<= 6 mo,Northeast,Overweight,,,,2.11,,2.11,
grls51QWI4UU,Enrolled,0.81,7.44,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.44,
grlsSIXR2RMM,Enrolled,0.64,7.18,Male Neutered,<= 6 mo,South,Overweight,,,,,,7.18,
grlsM1PFTO77,Enrolled,0.63,6.95,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,6.95,
grlsMNT4ZVKK,Enrolled,1.25,8.07,Female Intact,Intact,Midwest,Normal,,,,,,8.07,
grlsA7OKMPTT,Enrolled,1.72,8.56,Male Neutered,2 - 5 yrs,Northeast,Overweight,,,,,,8.56,
grlsFK5ZVO44,LTF,1.6,3.61,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,3.61,,3.61,
grlsSZWUUXUU,Enrolled,1.53,8,Female Spayed,<= 6 mo,South,Overweight,,,,,,8,
grlsJ9NRL355,Enrolled,0.81,7.21,Male Neutered,2 - 5 yrs,Northeast,Normal,,,,,,7.21,
grlsGD3KTBVV,Enrolled,0.67,7.32,Female Spayed,1 - 2 yrs,Midwest,Overweight,,,,,,7.32,
grls5WX99411,Enrolled Deceased,1.46,7.87,Male Intact,Intact,Northeast,Overweight,Hemangiosarcoma,1,7.87,7.87,1,7.87,Yes
grls1L6U61SS,Enrolled,0.62,7.11,Male Neutered,<= 6 mo,Northeast,Overweight,,,,,,7.11,
grlsBANWX1MM,Enrolled,1.83,8.66,Male Neutered,2 - 5 yrs,Midwest,Overweight,,,,,,8.66,
grls9HB14OLL,Enrolled,0.74,7.09,Female Spayed,<= 6 mo,Mountain,Overweight,,,,,,7.09,
grls74OZS22,LTF,2.09,2.77,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,2.77,,2.77,
grls1G2OMPTT,Enrolled,1.55,8.4,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,8.4,
grls8MXMWKDD,Enrolled,0.76,7.39,Male Intact,Intact,Northeast,Normal,,,,,,7.39,
grlsAHP3TT88,Enrolled,0.76,7.1,Male Intact,Intact,Midwest,Normal,,,,,,7.1,
grlsME01QPPP,Enrolled,1.63,8.41,Female Spayed,>5 yrs,Mountain,Overweight,,,,,,8.41,
grlsV9GCGP33,LTF,0.68,0.64,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,0.64,,0.64,
grlsYW0MLUU,Enrolled,0.81,7.44,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,7.44,
grlsVH0XGX22,Enrolled,0.64,7.09,Male Neutered,<= 6 mo,South,Normal,,,,,,7.09,
grlsEN4PVQOO,Enrolled,0.68,7.09,Male Intact,Intact,Northeast,Normal,,,,,,7.09,
grls5JFZ2JII,Enrolled,0.71,7.11,Male Intact,Intact,Midwest,Overweight,,,,,,7.11,
grlsNPPTHR66,Enrolled,1.46,8.32,Male Neutered,<= 6 mo,Pacific,Normal,,,,,,8.32,
grlsEHGJES55,LTF,0.61,2.6,Male Intact,Intact,Northeast,Normal,,,,2.6,,2.6,
grlsCLT9V7YY,Enrolled,0.53,7.14,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,7.14,
grlsWLV7LRR,LTF,1.8,4.19,Male Neutered,<= 6 mo,Midwest,Overweight,,,,4.19,,4.19,
grlsIFPY0Y33,Enrolled,0.65,7.25,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,7.25,
grlsFEPIOL55,Enrolled,0.76,7.42,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,7.42,
grlsNZ3N1DGG,Enrolled,0.81,7.13,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.13,
grlsCQM5YQQ,Enrolled,1.03,7.48,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,7.48,
grlsN7MND00,Enrolled,1.12,7.48,Male Neutered,1 - 2 yrs,Pacific,Normal,,,,,,7.48,
grlsHF70NIII,Enrolled,0.57,7.02,Male Neutered,2 - 5 yrs,Northeast,Normal,,,,,,7.02,
grlsU1JQ5L88,Enrolled,0.55,7.1,Male Intact,Intact,Midwest,Normal,,,,,,7.1,
grls1FFQVPRR,Enrolled,1.12,7.91,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,,,7.91,
grls8B25S277,Enrolled,0.74,7.35,Female Spayed,>5 yrs,South,,,,,,,7.35,
grlsPJP3KLUU,Enrolled,1.19,7.64,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,7.64,
grls4GNX6ZRR,Enrolled,1.16,8.02,Male Neutered,6 mo - 1 yr,Midwest,Overweight,,,,,,8.02,
grls2RDG4699,Enrolled,0.84,7.43,Female Spayed,<= 6 mo,Northeast,Normal,,,,,,7.43,
grls9EQB4555,Enrolled,2,8.79,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,8.79,
grlsFRVUL77,Enrolled,0.64,7.1,Female Intact,Intact,South,Normal,,,,,,7.1,
grlsH5J26WOO,Enrolled Deceased,1.26,7.08,Female Intact,Intact,Midwest,Normal,,,,7.08,0,7.08,No
grlsW140M811,Enrolled,0.91,7.67,Female Intact,Intact,Midwest,Overweight,,,,,,7.67,
grls47TW3NCC,Enrolled,0.9,7.64,Male Neutered,6 mo - 1 yr,Midwest,,,,,,,7.64,
grlsHHXWQ5DD,Enrolled,0.88,7.73,Male Neutered,2 - 5 yrs,South,Overweight,,,,,,7.73,
grls75T7OLL,LTF,0.62,2.66,Male Intact,Intact,South,Normal,,,,2.66,,2.66,
grlsVSGZ522,Enrolled,1.73,8.13,Male Intact,Intact,Northeast,Overweight,,,,,,8.13,
grls5UFJI44,LTF,0.84,1.79,Female Intact,Intact,Midwest,Normal,,,,1.79,,1.79,
grlsWVQJQ1TT,Enrolled,1.02,7.38,Male Neutered,2 - 5 yrs,South,Normal,,,,,,7.38,
grlsYNEV51II,LTF,0.62,3.7,Female Spayed,6 mo - 1 yr,Mountain,Overweight,,,,3.7,,3.7,
grls6ZMXKHGG,Enrolled,0.54,7.09,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,7.09,
grlsKXF1CG11,Enrolled,0.6,7.11,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.11,
grls5TDRJOZZ,Enrolled,0.85,7.63,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,7.63,
grlsXH1O4977,Enrolled,0.7,7.47,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.47,
grls81IZ2ZRR,Enrolled,1.35,7.85,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.85,
grlsIRNI2MQQ,LTF,0.6,1.52,Female Intact,Intact,Mountain,Normal,,,,1.52,,1.52,
grlsUHLM7HAA,Enrolled,2.04,8.28,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,,,8.28,
grlsTGIYGC55,Enrolled Deceased,0.63,7.09,Male Neutered,6 mo - 1 yr,Northeast,Normal,Hemangiosarcoma,1,7.06,7.09,1,7.09,No
grlsMJNP84JJ,Enrolled,1.23,7.72,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.72,
grlsPNSJCRRR,LTF,0.79,0.73,Female Intact,Intact,Mountain,Overweight,,,,0.73,,0.73,
grls04O1IQ00,Enrolled,0.6,7.1,Female Intact,Intact,Mountain,Normal,,,,,,7.1,
grlsI9WFVMM,Enrolled,0.87,7.63,Female Spayed,1 - 2 yrs,Northeast,Overweight,,,,,,7.63,
grlsMNTW6TNN,Enrolled,0.67,7.27,Male Neutered,<= 6 mo,Mountain,Obese,,,,,,7.27,
grlsV0BT15XX,Enrolled,0.72,7.54,Male Neutered,<= 6 mo,Pacific,Normal,,,,,,7.54,
grlsN5BRDKGG,Enrolled,1.97,8.26,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,,,8.26,
grls494T1OXX,Enrolled,0.59,7.14,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.14,
grlsJKE6Z88,Enrolled,0.88,7.63,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.63,
grls5EO4FJ44,LTF,0.91,3.89,Male Intact,Intact,Mountain,Normal,,,,3.89,,3.89,
grlsQXFVMEE,Enrolled,0.56,7.22,Male Intact,Intact,Pacific,Obese,,,,,,7.22,
grls8H964133,Enrolled,0.58,7.05,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.05,
grls3ECNOHBB,Enrolled,0.77,7.09,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,7.09,
grlsMK7V1CUU,Enrolled,0.73,7.49,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,7.49,
grls4XHMR99,Enrolled Deceased,0.81,7.33,Female Spayed,1 - 2 yrs,South,,MCT,1,6.43,7.33,1,7.33,Yes
grls4XHMR99,Enrolled Deceased,0.81,7.33,Female Spayed,1 - 2 yrs,South,,MCT,1,7.33,7.33,1,7.33,Yes
grlsUZM9SRNN,Enrolled,2.19,8.86,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.86,
grlsDCRPXGMM,Enrolled,0.59,7.04,Female Spayed,2 - 5 yrs,South,Obese,,,,,,7.04,
grlsH2QK8KK,Enrolled,0.69,7.11,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,,,7.11,
grlsCLJALMHH,Enrolled,0.58,7.05,Female Spayed,2 - 5 yrs,Midwest,Overweight,,,,,,7.05,
grls2T9ONMYY,Enrolled,0.57,7.32,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.32,
grls4UW71QLL,Enrolled,0.96,7.25,Male Intact,Intact,Midwest,Normal,,,,,,7.25,
grls8SG6Q511,Enrolled,0.82,7.44,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.44,
grlsFGFIVFXX,Enrolled Deceased,1.63,3.85,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,3.85,1,3.85,No
grlsIDHE9RPP,LTF,0.73,1.56,Female Intact,Intact,Northeast,Normal,,,,1.56,,1.56,
grlsCJJC8S77,Enrolled,0.62,7.03,Female Spayed,<= 6 mo,South,Normal,,,,,,7.03,
grls1M17W388,Enrolled,2.02,8.42,Male Neutered,1 - 2 yrs,Pacific,,,,,,,8.42,
grlsJJI3UZZ,Enrolled,0.57,7.12,Male Neutered,2 - 5 yrs,Mountain,Normal,,,,,,7.12,
grlsBAR8INCC,Enrolled,1.06,7.51,Female Intact,Intact,Mountain,Normal,,,,,,7.51,
grlsD6MIZNUU,LTF,1.44,1.42,Female Spayed,6 mo - 1 yr,South,Normal,,,,1.42,,1.42,
grlsZBP6UW00,LTF,1.84,4.76,Female Intact,Intact,South,Normal,,,,4.76,,4.76,
grlsL314IG66,LTF,1.59,4.52,Female Intact,Intact,South,Normal,,,,4.52,,4.52,
grlsEYQ09YY,Enrolled,0.69,7.02,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.02,
grlsG40Y3RMM,Enrolled,2.11,8.85,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,8.85,
grls0O6N06KK,Enrolled,1.36,8.15,Male Intact,Intact,Northeast,Overweight,,,,,,8.15,
grlsFUNUMZSS,Enrolled,1.97,8.61,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,8.61,
grls8O0B18OO,Enrolled,0.71,7.43,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,7.43,
grls0YCT0XEE,LTF,1.08,1.98,Male Neutered,6 mo - 1 yr,South,Normal,,,,1.98,,1.98,
grlsVXXU25GG,Enrolled,0.64,7.01,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,7.01,
grlsD5O9SI00,Enrolled,0.73,7.13,Male Intact,Intact,South,Overweight,,,,,,7.13,
grlsUIC8JLGG,Enrolled,0.7,7.1,Male Neutered,2 - 5 yrs,Northeast,Obese,,,,,,7.1,
grlsYT67SDAA,Enrolled,0.7,7.02,Male Intact,Intact,South,Normal,,,,,,7.02,
grlsJ4FI48NN,Enrolled,0.59,7.19,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,7.19,
grls6PQ77AKK,Enrolled,1.49,7.94,Male Neutered,6 mo - 1 yr,Midwest,Underweight,,,,,,7.94,
grlsTWPXQGG,LTF,0.68,2.52,Male Intact,Intact,South,Normal,,,,2.52,,2.52,
grlsNQK8OMM,Enrolled,1.68,7.94,Male Neutered,6 mo - 1 yr,Northeast,Obese,,,,,,7.94,
grls5EAENJGG,Enrolled,0.65,7.32,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,7.32,
grlsUV1U5P22,Enrolled,0.61,7.27,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,7.27,
grls35ULOSZZ,LTF,1.02,2.86,Male Intact,Intact,Northeast,Normal,,,,2.86,,2.86,
grlsBE43PRMM,Enrolled,0.51,6.96,Male Neutered,1 - 2 yrs,South,Normal,,,,,,6.96,
grlsBBUYO5NN,Enrolled,0.76,7.1,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.1,
grlsZODSWLFF,Enrolled,1.59,8.39,Male Intact,Intact,Northeast,Normal,,,,,,8.39,
grlsSRL159BB,Enrolled,1.52,7.86,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,7.86,
grlsUHGTY88,Enrolled,0.73,7.12,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.12,
grls7M2P3822,Enrolled,0.61,7.33,Female Spayed,<= 6 mo,South,Overweight,,,,,,7.33,
grls2GVZEY99,Enrolled,0.54,7.09,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.09,
grlsRQDEUU,Enrolled,0.61,7.06,Male Neutered,2 - 5 yrs,Pacific,Normal,,,,,,7.06,
grlsO2Z2E677,Enrolled,0.71,7.36,Female Intact,Intact,South,Overweight,,,,,,7.36,
grlsHXQLC6GG,LTF,1.24,1.19,Male Intact,Intact,Pacific,Obese,,,,1.19,,1.19,
grls871HJUOO,LTF,0.76,0.7,Female Intact,Intact,Pacific,Obese,,,,0.7,,0.7,
grlsT13LR5ZZ,Enrolled Deceased,1.13,7.86,Male Intact,Intact,Midwest,Normal,Hemangiosarcoma,1,7.57,7.86,1,7.86,Yes
grls6NLQBLVV,Enrolled,1.1,7.48,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,7.48,
grlsSKCE2M22,Enrolled,1.4,8.16,Male Intact,Intact,South,Overweight,,,,,,8.16,
grlsI7T0B888,Enrolled Deceased,1.26,5.61,Female Intact,Intact,South,Normal,,,,5.61,1,5.61,Yes
grls0U11TOTT,Enrolled,1.93,8.29,Female Intact,Intact,South,Normal,,,,,,8.29,
grlsLFULS700,Enrolled,0.65,7.16,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,7.16,
grlsHCEJMEYY,Enrolled,0.79,7.09,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.09,
grlsJPUMVCSS,Enrolled Deceased,1.96,2.87,Female Spayed,6 mo - 1 yr,Midwest,Normal,Lymphoma,1,2.78,2.87,1,2.87,No
grls9HFQFSEE,LTF,2.05,3.04,Female Intact,Intact,Northeast,Normal,,,,3.04,,3.04,
grls0C4FQC88,Enrolled,1.52,8.31,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,8.31,
grlsVIXGWZ22,Enrolled,1.79,8.16,Female Spayed,6 mo - 1 yr,South,,,,,,,8.16,
grls5M86OYNN,Enrolled,0.59,7.02,Male Neutered,1 - 2 yrs,Pacific,Normal,,,,,,7.02,
grls5KFJEQXX,Enrolled,0.74,7.38,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,7.38,
grlsG9A3FG00,Enrolled,0.6,7.16,Male Intact,Intact,South,Overweight,,,,,,7.16,
grlsGDY4NYDD,LTF,1.38,3.47,Male Neutered,1 - 2 yrs,South,Normal,,,,3.47,,3.47,
grlsWMVAOPII,Enrolled,0.56,7.28,Female Spayed,1 - 2 yrs,South,Normal,,,,,,7.28,
grlsHY06UYFF,Enrolled,1.15,7.47,Male Intact,Intact,Midwest,Normal,,,,,,7.47,
grls2IYOWC33,Enrolled Deceased,1.26,7.33,Male Neutered,1 - 2 yrs,Mountain,,Hemangiosarcoma,1,7.33,7.33,1,7.33,Yes
grlsGGHFUQII,LTF,0.67,1.66,Male Intact,Intact,South,Normal,,,,1.66,,1.66,
grls41BGRT33,Enrolled,0.63,7.1,Male Intact,Intact,Northeast,Normal,,,,,,7.1,
grls33GPTGJJ,Enrolled,2.05,8.67,Male Neutered,6 mo - 1 yr,Northeast,Normal,Lymphoma,1,7.97,,,8.67,
grls33GPTGJJ,Enrolled,2.05,8.67,Male Neutered,6 mo - 1 yr,Northeast,Normal,Lymphoma,1,8.46,,,8.67,
grlsZ4TIVKHH,Enrolled,0.71,7.49,Male Neutered,<= 6 mo,South,Overweight,,,,,,7.49,
grlsQWI05SVV,Enrolled,1.1,7.55,Male Intact,Intact,Northeast,Normal,,,,,,7.55,
grlsY7YZF3YY,Enrolled,0.72,7.36,Male Intact,Intact,Pacific,Overweight,,,,,,7.36,
grlsITBPWOUU,Enrolled,0.62,7.21,Female Spayed,2 - 5 yrs,Midwest,Normal,,,,,,7.21,
grls6YVS6OCC,Enrolled,1.65,7.96,Male Intact,Intact,Northeast,Normal,,,,,,7.96,
grlsGULYUQ55,LTF,1.37,2.34,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,2.34,,2.34,
grlsU5D03LXX,LTF,0.9,4.54,Female Spayed,<= 6 mo,Pacific,Overweight,,,,4.54,,4.54,
grls70CT1KYY,Enrolled,0.58,7.26,Male Neutered,2 - 5 yrs,South,Normal,,,,,,7.26,
grlsLXV06P11,Enrolled,0.55,7.04,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.04,
grls6WJ809MM,LTF,0.63,1.66,Male Neutered,1 - 2 yrs,South,Normal,,,,1.66,,1.66,
grlsWIBYAH11,Enrolled,0.78,7.04,Female Spayed,6 mo - 1 yr,Northeast,,,,,,,7.04,
grlsSBCGNP66,Enrolled,0.62,7.01,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.01,
grlsU5S1ULKK,Enrolled,1.91,8.29,Male Neutered,6 mo - 1 yr,Northeast,,,,,,,8.29,
grlsX2F2CUTT,Enrolled,0.58,7.26,Female Spayed,>5 yrs,South,Normal,,,,,,7.26,
grlsXV2UUFYY,Enrolled,0.64,7.03,Female Intact,Intact,Northeast,Overweight,,,,,,7.03,
grlsZY1Z1OSS,Enrolled Deceased,2.06,8.5,Male Intact,Intact,Northeast,Normal,Hemangiosarcoma,1,8.5,8.5,1,8.5,Yes
grlsE6FON5,Enrolled,0.86,7.33,Female Intact,Intact,Pacific,Normal,,,,,,7.33,
grlsM4LD0UU,LTF,1.01,0.94,Male Intact,Intact,South,Normal,,,,0.94,,0.94,
grls908SFTT,Enrolled,0.58,7.14,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,7.14,
grlsLIEKQXGG,Enrolled,0.61,7.18,Male Neutered,1 - 2 yrs,Northeast,Obese,,,,,,7.18,
grls63ITE4KK,Enrolled,0.73,7.22,Female Spayed,>5 yrs,Midwest,Normal,,,,,,7.22,
grlsYY0S6W44,Enrolled,0.6,7.07,Female Spayed,2 - 5 yrs,Midwest,Normal,,,,,,7.07,
grls98JY79QQ,Enrolled,1.59,7.8,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,7.8,
grlsD2UEU522,LTF,0.86,2.91,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,2.91,,2.91,
grls2WVR3IQQ,Enrolled,1.13,7.45,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.45,
grlsME3L0P77,Enrolled,0.69,7.08,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,7.08,
grlsI0RDZYGG,Enrolled,0.56,7.04,Male Intact,Intact,Pacific,Normal,,,,,,7.04,
grlsOG65MK55,Enrolled,1.31,7.64,Male Neutered,6 mo - 1 yr,Mountain,,,,,,,7.64,
grlsH602FYSS,Enrolled,0.71,7.16,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,7.16,
grlsZ57UDDTT,Enrolled,0.7,6.98,Male Intact,Intact,South,Normal,,,,,,6.98,
grlsCOLX3U11,Enrolled,1.43,7.79,Male Neutered,<= 6 mo,Mountain,Overweight,,,,,,7.79,
grls9RUTVFMM,Enrolled Deceased,1.33,4.07,Female Spayed,<= 6 mo,South,Normal,,,,4.07,1,4.07,Yes
grlsE9GTDPSS,Enrolled,0.58,7.19,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,7.19,
grls1C3AZ244,Enrolled,0.62,7.04,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.04,
grls3EQ06MFF,Enrolled,1.03,7.32,Male Intact,Intact,Pacific,Normal,,,,,,7.32,
grlsFC1D8UPP,Enrolled,1.41,8.06,Female Spayed,1 - 2 yrs,South,Normal,,,,,,8.06,
grlsQGFTFYJJ,Enrolled Deceased,0.72,5.76,Male Neutered,<= 6 mo,Mountain,Overweight,Lymphoma,1,5.32,5.76,1,5.76,Yes
grlsFCW3U9LL,Enrolled,0.57,6.94,Female Spayed,<= 6 mo,South,Overweight,,,,,,6.94,
grlsRK7GISMM,Enrolled,0.84,7.29,Male Neutered,2 - 5 yrs,Northeast,Normal,,,,,,7.29,
grlsLTJ1MUBB,Enrolled,1.62,8.3,Female Intact,Intact,South,,,,,,,8.3,
grlsIELLVB99,Enrolled,1.04,7.76,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,7.76,
grlsCKOE2ILL,Enrolled,0.56,6.8,Male Neutered,1 - 2 yrs,Pacific,Normal,,,,,,6.8,
grlsQILR1II,Enrolled,2.05,8.71,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,8.71,
grls8TY2KL22,Enrolled,1.21,7.58,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,7.58,
grlsS2GRBLSS,Enrolled,0.57,7.12,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.12,
grlsWGK4IN99,Enrolled,1.96,8.25,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.25,
grlsEJUQ9KK,Enrolled,0.61,6.95,Male Intact,Intact,Midwest,Normal,,,,,,6.95,
grls45HWKQYY,Enrolled,0.6,6.94,Female Intact,Intact,South,Overweight,,,,,,6.94,
grlsAYTJ8CEE,LTF,1.57,2.6,Male Intact,Intact,Northeast,Normal,,,,2.6,,2.6,
grlsNCXK27MM,Enrolled,1.06,7.65,Female Intact,Intact,South,,,,,,,7.65,
grlsOLCVC600,Enrolled,0.59,7.28,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,7.28,
grls9PDGJLRR,Enrolled,1.52,7.95,Female Intact,Intact,Midwest,Normal,,,,,,7.95,
grlsO93PIR55,Enrolled,0.73,7.02,Female Intact,Intact,South,,,,,,,7.02,
grlsLHAFNENN,Enrolled,0.54,6.96,Female Spayed,2 - 5 yrs,South,Normal,,,,,,6.96,
grls16FL8Z00,Enrolled,0.75,7.11,Male Neutered,<= 6 mo,South,Normal,Lymphoma,1,6.27,,,7.11,
grlsI8CE766,Enrolled,0.86,7.13,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.13,
grlsB5NN6OO,Enrolled,0.55,6.94,Male Intact,Intact,Midwest,Normal,,,,,,6.94,
grls32TOKEE,Enrolled,0.61,6.97,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,6.97,
grlsEPDHQK22,Enrolled,1.04,7.3,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,7.3,
grlsZS8EN0II,Enrolled Deceased,0.66,5.33,Female Intact,Intact,Northeast,Normal,,,,5.33,0,5.33,Yes
grlsALG7L6EE,LTF,0.74,0.7,Male Intact,Intact,South,Normal,,,,0.7,,0.7,
grlsVX8GDI77,Enrolled,0.94,7.49,Male Intact,Intact,South,Normal,,,,,,7.49,
grlsI3WY0077,Enrolled,1.24,7.91,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,7.91,
grlsQYL0XHWW,LTF,0.81,3.82,Male Intact,Intact,Pacific,Normal,,,,3.82,,3.82,
grlsKJDUC6TT,Enrolled,1.41,7.88,Female Spayed,>5 yrs,Midwest,Overweight,,,,,,7.88,
grlsNV4UT1PP,LTF,1.41,3.54,Female Intact,Intact,Midwest,Normal,,,,3.54,,3.54,
grlsVCLYL133,Enrolled,0.54,6.95,Female Spayed,<= 6 mo,Mountain,Normal,,,,,,6.95,
grlsBSITAQKK,Enrolled,0.57,7.12,Male Neutered,<= 6 mo,Midwest,Overweight,,,,,,7.12,
grlsPHP5TVTT,Enrolled,1.57,7.83,Female Intact,Intact,Mountain,Overweight,,,,,,7.83,
grlsYRLJ3P55,Enrolled,0.96,7.41,Female Spayed,>5 yrs,Northeast,Overweight,,,,,,7.41,
grlsZFDTT5QQ,LTF,0.57,3.64,Male Neutered,1 - 2 yrs,South,Overweight,,,,3.64,,3.64,
grlsOESN6EII,Enrolled,1.69,8.22,Female Spayed,1 - 2 yrs,Northeast,Overweight,,,,,,8.22,
grlsZSMLMUPP,Enrolled,0.57,7.05,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.05,
grlsREG9VNN,Enrolled,0.77,7.12,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,7.12,
